,name,price,description,size,abv,list_of_flavors,style_list,avg_rating,num_rating,subtitle,current_date,product_link
788,"Paul John Bold
Peated",£41.75,Bold was a 2015 addition to the core range. This is made entirely with Indian barley smoked using Islay peat to around 25ppm. A superb alternative to classic peated Scotch whisky.,70cl,46%,None,None,5,8,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/31618/paul-john-bold-peated
789,"Paul John 2016
4 Year Old Single Cask Nation",£93.95,"A 2016 Paul John Indian single malt from indie bottler Single Cask Nation, matured in a single first-fill ex-bourbon barrel for four years, before being bottled in July 2021.",70cl,57.6%,None,None,None,None,"Indian Single Malt Whisky
Single Cask Nation",08/09/2022,https://www.thewhiskyexchange.com/p/63385/paul-john-2016-4-year-old-single-cask-nation
790,Paul John Oloroso Select Cask,£73.25,A rich and fruity Indian single malt from Paul John that has been finished in oloroso sherry casks before being bottled as part of its Select Cask range.,70cl,48%,None,None,None,None,"Single Malt Indian Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/55340/paul-john-oloroso-select-cask
791,Paul John Nirvana,£31.95,"A fruity, lively unpeated single malt from Indian distillery Paul John. Aromas of fruitcake, honeycomb and caramel fill the nose, and the palate offers notes of apricots, raisins, honey, apples and salted caramel.",70cl,40%,"['Raisins ', 'Apple', 'Apricot', 'Honey ', 'Fruit Cake', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",3,7,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/51185/paul-john-nirvana
792,Paul John Kanya,£205,"A limited edition single malt from Paul John that was rated Best Asian Whisky by Jim Murray's 2018 Whisky Bible. Matured in American white oak casks for seven years, this is an enticing combination of honeyed fruits, with underlying layers of citrus spice and toasted oak.


Kanya is named after the Indian counterpart to the Zodiac sign Virgo. People born under Kanya are believed to be patient, precise and observant.

Tasting Notes (1)",70cl,50%,"['Vanilla ', 'Peach', 'Apricot', 'Honey ', 'Oak', 'Butterscotch']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt Indian Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/42405/paul-john-kanya
793,Paul John Peated Select Cask,£72.95,"A peated bottling from Goa's John Distilleries under their Paul John brand. Produced using peat imported from Scotland (there isn't any in India), it was bottled in 2013 at cask strength. The brand first arrived in the UK in 2012 and continues to go from strength to strength.


India's John Distilleries was founded in 1992, using six row barley from the Himalayan foothills to create sweet, floral notes in their whiskies.

Tasting Notes (1)",70cl,55.5%,"['Lavender', 'Iodine (tcp)', 'Smoke', 'Honey ', 'Oak', 'Honeysuckle']",None,4.5,4,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/22681/paul-john-peated-select-cask
794,Paul John Classic Select Cask,£68.25,"An unpeated release from Paul John, produced by Goa's John Distilleries and bottled in 2013 at cask strength. The distillery has been going from strength to strength since first hitting our shores in 2012.

Tasting Notes (1)",70cl,55.2%,None,None,5,6,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/22680/paul-john-classic-select-cask
795,Paul John Brilliance,£41.75,"An unpeated whisky from Paul John Distillers, released in early 2013 to much acclaim. It's made using barley from the foothills of the Himalayas and is distilled and matured in Goa, producing a fruity spirit with a creamy texture.

Tasting Notes (1)",70cl,46%,None,None,4.5,23,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/20020/paul-john-brilliance
796,Paul John Edited,£41.75,"The ongoing semi-peated whisky from Indian distiller Paul John. It combines their fruity unpeated single malt whisky with some 20-25ppm peated spirit to give a sweet and spicy whisky balanced by an underlying earthy smoke.

Tasting Notes (1)",70cl,46%,None,None,None,None,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/20019/paul-john-edited
797,"Pelter Single Malt Batch 2
5 Year Old",£110,"The second batch of Israeli single malt released by Pelter Distillery has spent four years in first-fill Jim Beam bourbon barrels and a further year in ex-Otard Cognac and Pelter brandy casks. The result is aromas of pecan pie, lemon drizzle cake, melted butter and summer flowers that fill the nose, complemented by notes of sweet malt, honey, warm oak, milk chocolate and tobacco throughout the palate.",70cl,51.3%,"['Milk Chocolate', 'Honey ', 'Malt', 'Tobacco', 'Oak', 'Butter']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Israeli Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64248/pelter-single-malt-batch-2-5-year-old
798,Penderyn Rich Oak,£45.95,"A permanent addition to the beloved Welsh distillery's line-up, released in recognition of the popularity of its small-batch Rich Oak bottlings, this is a sweet, rich and fruity single malt. Aged in ex-bourbon casks and then finished in a selection of European ex-wine casks, this has notes of dark chocolate fudge, pepper, mango, green apple and vanilla.

Tasting Notes (1)",70cl,46%,None,None,5,4,Welsh Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/47364/penderyn-rich-oak
799,"Penderyn Hiraeth
Icons Series",£54.95,"Launched in December 2021, the eighth release in Penderyn's Icons series takes its name from the Welsh work 'Hireath' - difficult to translate into English, BBC's Roy Noble described it as 'a longing for your homeland, your heritage and your very being.' Matured in ex-bourbon casks, it offers aromas of vanilla, orange peel, raisins, toffee apples and lime on the nose, complemented by notes of honey-drizzled fruit, vanilla, cinnamon, nutmeg and sweet malt throughout the palate.",70cl,46%,"['Vanilla ', 'Nutmeg', 'Cinnamon', 'Orange ', 'Honey ', 'Malt']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,"Single Malt Welsh Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/64316/penderyn-hiraeth-icons-series
800,Penderyn Madeira Finish,£35.95,"Penderyn is a Welsh whisky distilled once in a unique Faraday copper still with an added purifier and rectification column and, after a spell in bourbon barrels, is finished in Madeira casks for extra smoothness. Launched in 2004, Penderyn has built on its early promise and really carved a niche for itself.",70cl,46%,None,None,4,73,Single Malt Welsh Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/5251/penderyn-madeira-finish
801,Penderyn Portwood,£58.95,"Now at a higher strength of 46%, Penderyn Portwood was matured initially in bourbon casks before being finished in port barrels. the result is a creamy and rich whisky with notes of honey and spice.

Tasting Notes (1)",70cl,46%,"['Dark Chocolate', 'Honey ', 'Cream', 'Oak', 'Dried Fruit', 'Cranberry']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,7,Distillery Bottling,08/09/2022,https://www.thewhiskyexchange.com/p/34451/penderyn-portwood
802,Penderyn Celt,£33.95,"Penderyn Celt is the Welsh distillery's 41% version of their malt finished in ex-peated casks. A fresh, sweet and smoky whisky.",70cl,41%,None,None,4.5,10,"Welsh Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/30093/penderyn-celt
803,Penderyn Myth,£33.95,"Myth is the sister whisky to Legend from Wales' Penderyn. Aged entirely in ex-bourbon casks, this is full of dried fruit and sweet flavours.",70cl,41%,"['Mango', 'Toffee', 'Oak', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,13,"Single Malt Welsh Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/28167/penderyn-myth
804,Penderyn Legend,£30.95,This Penderyn has been matured in bourbon wood before finishing in ex-Madeira casks. Bottled at a slightly lower strength than the standard Penderyn Madeira Wood for even easier drinkability.,70cl,41%,None,None,4,15,"Welsh Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/11163/penderyn-legend
805,Penderyn Peated,£39.95,"A peated expression of everyone's favourite Welsh whisky, Penderyn. After an initial maturation in ex-bourbon casks, Penderyn Peated undergoes a secondary maturation in casks previously used to hold Islay whisky, layering an aromatic, smoky flavour over the Welsh distillery's signature light and fruity character.

Tasting Notes (1)",70cl,46%,None,None,3.5,13,Welsh Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/8981/penderyn-peated
806,Penderyn Sherrywood,£42.95,"A bottle of the popular Welsh whisky Penderyn, this has been finished in Sherry casks, after an initial maturation in American oak.",70cl,46%,None,None,4,10,Welsh Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/8980/penderyn-sherrywood
807,Rampur Asava,£64.95,"An Indian single malt from Rampur, distilled in the picturesque foothills of the Himalayas and matured in a combination of ex-bourbon casks and ex-Cabernet Sauvignon casks. Aromas of honeysuckle, lychee and tobacco open on the nose, followed by orange zest, green bananas and sweet baking spices. The palate offers notes of cinnamon and clove, marmalade, savoury malt and sweet lychee, with black pepper lingering in the finish.

Tasting Notes (1)",70cl,45%,"['Black Pepper', 'Clove', 'Cinnamon', 'Marmalade', 'Lychee', 'Malt']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,4,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/50710/rampur-asava
808,Rampur Single Malt Signature Reserve,£900,"An elegant, fruity limited-edition Indian single malt from Rampur, matured in American oak barrels and finished in a Pedro Ximenez sherry cask, to celebrate 75 years of distilling at Rampur. Rich aromas of toffee, creamy vanilla, dark berries, dried fruit, cinnamon and forest honey fill the nose. The palate offers notes of sultanas, toffee, Christmas pudding and burnt caramel.",70cl,43.9%,None,None,None,None,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/45920/rampur-single-malt-signature-reserve
809,"Royal Welsh Whisky
Bot.~1900","£5,000","Produced by The Welsh Whisky Distillery Company more than one hundred years ago, it is one of only a handful of bottles known to exist from this lost distillery in Wales, there is one also displayed at Penderyn Distillery. A real piece of history and a true collector's item. Part of the cork has broken off but most of the original seal is still intact.",75cl,40%,None,None,None,None,Welsh Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/43819/royal-welsh-whisky-bot1900
810,Sacred Peated English Whisky,£49.95,"To create this rich, nutty single malt Sacred have brought English whisky to London and moved it from its original bourbon barrels to hogsheads which previously contained Pedro Ximenez sherry. The result of this sherry finish is a five-year-old with notes of rich Christmas cake and clove, alongside the notable peat smoke and sea salt characteristics.",70cl,48%,None,None,None,None,English Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/40710/sacred-peated-english-whisky
811,"Smögen 8 Year Old
Sauternes Cask",£105,"A sweet, dry Swedish whisky from Smögen, it has been matured in a first-fill Sauternes barrique for eight years, before being bottled in April 2019. The palate offers notes of sweet tropical fruits – mango and pineapple – as well as dry white wine and baking spices.",50cl,57.8%,None,None,None,None,"Swedish Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/50107/smogen-8-year-old-sauternes-cask
812,Spirit of Hven Mercurious Corn Whisky,£48.75,"A creamy, sweet Swedish corn whisky from Spirit of Hven, MerCurious is made with a mash bill of 88% Swedish corn, 5% wheat, 3.5% barley and 3.5% rye, and matured for up to eight years.",50cl,45.6%,None,None,None,None,"Swedish Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/51148/spirit-of-hven-mercurious-corn-whisky
813,"Spirit of Hven
Seven Stars No.7 Alkaid",£89.95,"The seventh – and final – release in the Spirit of Hven Seven Stars series, Alkaid is an eight-year-old Swedish single malt whisky. Delicate aromas of toasted oak, orchard fruits, vanilla and milk chocolate fill the nose, and the palate offers notes of dark chocolate, dried figs, sweet summer flowers and green grass.",50cl,45%,None,None,None,None,"Single Malt Swedish Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/49732/spirit-of-hven-seven-stars-no7-alkaid
814,Spirit of Hven Hvenus Rye Whisky,£48.75,"An elegant and flavoursome Swedish rye whisky, blended from 42 American oak casks that were matured for a minimum of six years. The nose holds intense vanilla aromas, mingling with freshly cut grass and menthol. The palate is incredibly smooth, opening with vanilla before bursting with spices and toffee notes, then building to more malty notes and dark chocolate. The finish is soft and floral, with notes of vanilla and lavender lingering behind.",50cl,45.6%,None,None,None,None,Swedish Rye Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/48071/spirit-of-hven-hvenus-rye-whisky
815,"Spirit of Hven
Seven Stars No.6:2 Alcor",£89.95,"The second half of Spirit of Hven's sixth instalment of its Seven Stars series - are you keeping up? Number six has been released as a pair as it pays tribute to the binary pair of stars Mizar and Alcor, which form a naked eye double in the handle of the Plough.


Like Mizar, some of this whisky has been aged in casks that formerly contained Chateau Margaux. This time, however, it is joined by whisky aged in oloroso sherry, Italian dessert wine and Spirit of Hven vodka barrels.",50cl,45%,None,None,None,None,"Single Malt Swedish Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/46418/spirit-of-hven-seven-stars-no62-alcor
816,"Spirit of Hven
Seven Stars No.6:1 Mizar",£89.95,"An organic single malt from Swedish distillery Spirit of Hven, Mizar is a marriage of peated and unpeated malt whiskies finished in barriques previously home to Chateau Margaux Cabernet Sauvignon and Merlot, rounding out a smoky, liquorice profile with woody, spicy notes and a tannic edge. Add a drop of water for a flourish of chocolate, malt and coffee flavours.

Tasting Notes (1)",50cl,45%,"['Vanilla ', 'Liquorice root', 'Raisins ', 'Smoke', 'Malt', 'Oak']",None,None,None,"Swedish Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/43626/spirit-of-hven-seven-stars-no61-mizar
